id,pic_id,age,male,college,orientation,friend_request,char_positivity,char_outgoing,char_open,char_friendly,char_discipline,char_social,char_economic,rating,face,nose,eyes,mouth,overall_feature,skin,hair,color,acne,glasses,double_eyelid,thick_eyebrow,thick_lip,face_shape,long_hair
287,10,23,1,7,1,3,5,4,3,5,5,3,3,8,4,4,5,5,3,5,4,fair,0,0,1,0,0,round,1
287,11,23,1,7,1,2,5,4,3,5,5,3,3,6,3,3,3,3,3,3,3,healthy,0,0,1,0,1,round,1
287,12,23,1,7,1,4,5,4,5,5,5,5,5,10,5,5,4,5,5,5,5,fair,0,0,1,0,0,long,0
288,7,22,0,1,1,2,3,4,4,5,3,4,4,4,2,4,4,4,2,1,3,healthy,1,1,1,1,1,square,0
288,8,22,0,1,1,3,3,2,4,4,3,4,4,7,4,4,4,4,4,4,1,healthy,0,0,1,0,0,square,0
288,9,22,0,1,1,3,3,4,4,2,4,4,4,5,4,4,4,1,3,3,5,black,1,0,0,1,1,square,1
288,10,22,0,1,1,4,5,5,5,5,5,5,5,10,5,5,3,5,5,5,5,fair,0,0,1,0,0,round,1
288,11,22,0,1,1,3,5,4,4,5,4,4,4,8,3,3,5,2,4,2,1,healthy,0,0,1,0,1,round,1
288,12,22,0,1,1,2,5,5,3,4,3,4,4,9,5,5,5,5,5,5,3,fair,0,0,1,0,0,long,0
289,1,19,1,7,1,3,3,3,4,4,4,4,4,7,4,3,4,3,5,4,5,black,0,0,1,0,0,long,1
289,2,19,1,7,1,2,3,3,3,3,5,5,5,6,3,3,3,3,3,4,4,healthy,0,1,0,1,0,square,0
289,3,19,1,7,1,3,4,4,4,4,4,5,5,9,4,4,4,4,5,4,5,healthy,0,0,0,0,0,square,0
289,4,19,1,7,1,2,4,4,4,4,4,3,3,5,3,3,3,3,3,4,3,fair,0,1,1,0,0,long,0
289,5,19,1,7,1,2,3,3,3,3,4,4,5,6,4,3,4,3,4,4,3,fair,0,0,1,0,0,round,1
289,6,19,1,7,1,3,3,4,3,4,4,4,3,7,4,3,4,3,4,4,4,healthy,0,0,0,0,0,long,1
290,1,24,1,4,1,2,3,2,2,2,5,4,4,7,4,3,2,2,3,2,4,black,0,0,1,0,0,long,1
290,2,24,1,4,1,1,3,4,4,1,5,5,5,5,3,2,2,3,2,3,3,healthy,0,1,0,1,0,square,0
290,3,24,1,4,1,3,4,4,4,4,2,5,5,8,4,4,2,3,4,4,4,healthy,0,0,0,0,0,square,0
290,4,24,1,4,1,3,4,4,3,5,3,3,3,7,4,2,3,4,3,3,4,fair,0,1,1,0,0,long,0
290,5,24,1,4,1,3,3,2,3,1,5,5,5,6,4,3,2,3,3,3,3,fair,0,0,1,0,0,round,1
290,6,24,1,4,1,2,2,3,2,1,4,3,3,5,2,4,2,3,3,3,2,healthy,0,0,0,0,0,long,1
291,1,23,0,4,1,2,3,4,2,2,5,3,4,6,3,3,4,5,3,2,1,black,0,0,1,0,0,long,1
291,2,23,0,4,1,1,2,3,3,4,3,5,4,5,3,2,1,2,3,5,4,healthy,0,1,0,1,0,square,0
291,3,23,0,4,1,2,4,3,2,3,4,4,4,7,4,3,3,2,3,4,5,healthy,0,0,0,0,0,square,0
291,4,23,0,4,1,2,4,4,2,5,3,2,3,5,3,2,2,3,3,5,5,fair,0,1,1,0,0,long,0
291,5,23,0,4,1,3,4,4,4,3,3,5,5,7,4,4,5,3,4,3,2,fair,0,0,1,0,0,round,1
291,6,23,0,4,1,2,4,3,2,5,3,2,3,5,3,2,1,4,3,3,2,healthy,0,0,0,0,0,long,1
292,1,23,0,4,1,2,3,3,3,3,3,3,2,6,4,4,4,4,4,4,1,black,0,0,1,0,0,long,1
292,2,23,0,4,1,1,3,3,4,3,3,4,3,5,4,3,4,3,3,4,1,healthy,0,1,0,1,0,square,0
292,3,23,0,4,1,2,3,3,4,3,4,4,3,6,4,4,4,4,4,4,3,healthy,0,0,0,0,0,square,0
292,4,23,0,4,1,3,3,3,3,3,3,3,3,5,4,4,2,4,3,4,4,fair,0,1,1,0,0,long,0
292,5,23,0,4,1,4,4,4,4,3,4,3,3,6,4,4,4,4,4,4,4,fair,0,0,1,0,0,round,1
292,6,23,0,4,1,4,4,4,4,4,3,3,3,6,4,4,3,4,4,4,4,healthy,0,0,0,0,0,long,1
293,1,24,0,3,1,1,3,2,4,1,2,3,3,5,3,2,4,2,3,3,2,black,0,0,1,0,0,long,1
293,2,24,0,3,1,1,4,2,2,3,2,2,2,4,3,2,2,2,2,4,4,healthy,0,1,0,1,0,square,0
293,3,24,0,3,1,3,3,2,3,2,4,4,3,7,2,3,2,3,4,3,4,healthy,0,0,0,0,0,square,0
293,4,24,0,3,1,2,5,2,3,4,2,3,3,6,4,2,2,3,3,4,4,fair,0,1,1,0,0,long,0
293,5,24,0,3,1,1,3,4,4,1,5,4,4,6,4,3,3,3,3,4,2,fair,0,0,1,0,0,round,1
293,6,24,0,3,1,1,3,5,5,2,3,4,4,5,3,2,2,2,4,4,3,healthy,0,0,0,0,0,long,1
294,1,24,0,4,2,1,3,3,3,3,3,3,3,6,4,4,4,3,3,4,4,black,0,0,1,0,0,long,1
294,2,24,0,4,2,1,3,3,3,3,3,3,3,5,3,3,3,3,3,3,3,healthy,0,1,0,1,0,square,0
294,3,24,0,4,2,1,3,3,3,3,3,3,3,5,3,3,2,3,3,3,3,healthy,0,0,0,0,0,square,0
294,4,24,0,4,2,2,3,3,3,3,3,3,3,6,3,3,3,3,3,4,4,fair,0,1,1,0,0,long,0
294,5,24,0,4,2,2,3,3,3,3,3,3,3,6,3,3,4,3,3,3,3,fair,0,0,1,0,0,round,1
294,6,24,0,4,2,2,3,3,3,3,3,3,3,5,3,3,3,3,3,3,3,healthy,0,0,0,0,0,long,1
295,7,21,0,communication,1,1,2,2,2,2,4,4,4,2,2,2,2,1,2,2,2,healthy,1,1,1,1,1,square,0
295,8,21,0,communication,1,4,4,5,5,5,2,3,5,9,5,5,5,5,5,5,5,healthy,0,0,1,0,0,square,0
295,9,21,0,communication,1,2,3,3,4,2,2,2,2,4,3,2,2,2,3,3,3,black,1,0,0,1,1,square,1
295,10,21,0,communication,1,3,4,3,2,4,4,3,3,7,4,3,3,4,4,4,4,fair,0,0,1,0,0,round,1
295,11,21,0,communication,1,3,5,5,4,5,2,2,3,6,3,3,3,4,3,4,2,healthy,0,0,1,0,1,round,1
295,12,21,0,communication,1,4,5,4,4,4,3,4,5,9,4,4,4,4,4,5,5,fair,0,0,1,0,0,long,0
296,7,20,0,1,1,2,3,2,2,2,4,3,3,4,3,3,4,3,3,3,3,healthy,1,1,1,1,1,square,0
296,8,20,0,1,1,3,3,3,3,3,3,3,3,7,4,3,4,4,4,4,3,healthy,0,0,1,0,0,square,0
296,9,20,0,1,1,2,2,4,4,3,3,3,3,5,4,4,4,3,3,4,3,black,1,0,0,1,1,square,1
296,10,20,0,1,1,3,3,3,3,3,3,3,3,6,3,3,3,3,3,4,3,fair,0,0,1,0,0,round,1
296,11,20,0,1,1,3,4,4,4,4,3,3,3,5,3,3,4,3,3,4,3,healthy,0,0,1,0,1,round,1
296,12,20,0,1,1,3,3,3,3,4,3,3,3,6,3,4,4,4,4,4,3,fair,0,0,1,0,0,long,0
297,1,21,0,7,1,2,3,5,5,4,4,4,4,6,4,4,4,3,4,3,3,black,0,0,1,0,0,long,1
297,2,21,0,7,1,2,3,3,3,3,3,4,4,5,3,3,3,4,3,4,3,healthy,0,1,0,1,0,square,0
297,3,21,0,7,1,3,4,4,4,4,4,5,5,7,4,3,3,3,4,4,4,healthy,0,0,0,0,0,square,0
297,4,21,0,7,1,4,4,3,3,4,4,3,3,7,4,3,3,3,4,5,5,fair,0,1,1,0,0,long,0
297,5,21,0,7,1,3,4,5,4,5,5,4,4,8,4,4,3,4,4,5,5,fair,0,0,1,0,0,round,1
297,6,21,0,7,1,3,4,3,3,3,5,4,4,6,3,4,3,4,3,4,4,healthy,0,0,0,0,0,long,1
298,7,23,0,4,1,2,3,2,2,4,4,3,3,5,4,3,3,2,3,2,3,healthy,1,1,1,1,1,square,0
298,8,23,0,4,1,3,4,5,5,5,3,4,4,8,4,3,3,4,5,4,3,healthy,0,0,1,0,0,square,0
298,9,23,0,4,1,2,3,1,2,3,3,3,3,5,3,2,3,2,3,3,4,black,1,0,0,1,1,square,1
298,10,23,0,4,1,3,5,5,4,5,5,4,4,8,4,3,3,5,5,5,4,fair,0,0,1,0,0,round,1
298,11,23,0,4,1,4,5,5,5,5,4,3,3,7,3,3,3,4,4,5,3,healthy,0,0,1,0,1,round,1
298,12,23,0,4,1,3,4,4,3,3,5,4,4,7,4,4,3,4,5,5,5,fair,0,0,1,0,0,long,0
299,7,23,1,education,1,2,2,2,2,3,4,4,4,5,3,3,3,3,3,3,4,healthy,1,1,1,1,1,square,0
299,8,23,1,education,1,2,4,4,4,4,3,4,3,7,4,4,3,4,3,4,4,healthy,0,0,1,0,0,square,0
299,9,23,1,education,1,2,3,3,3,3,3,3,3,5,3,3,3,3,3,3,3,black,1,0,0,1,1,square,1
299,10,23,1,education,1,2,4,4,4,4,3,3,3,7,3,3,3,3,3,3,3,fair,0,0,1,0,0,round,1
299,11,23,1,education,1,2,3,3,3,3,3,3,3,6,3,3,3,3,3,3,3,healthy,0,0,1,0,1,round,1
299,12,23,1,education,1,2,3,3,3,3,3,3,3,6,3,3,3,3,3,3,3,fair,0,0,1,0,0,long,0
300,1,21,0,A,1,3,2,3,3,3,2,3,3,7,4,4,5,4,4,4,3,black,0,0,1,0,0,long,1
300,2,21,0,A,1,1,3,1,2,1,3,3,2,4,3,3,3,3,3,4,2,healthy,0,1,0,1,0,square,0
300,3,21,0,A,1,2,3,2,2,3,3,3,3,5,3,2,3,3,4,4,3,healthy,0,0,0,0,0,square,0
300,4,21,0,A,1,2,3,2,2,2,3,2,3,5,4,2,3,3,3,4,4,fair,0,1,1,0,0,long,0
300,5,21,0,A,1,2,2,3,3,2,3,3,3,5,3,3,4,3,4,4,4,fair,0,0,1,0,0,round,1
300,6,21,0,A,1,2,3,4,2,3,3,3,4,6,3,2,3,3,4,4,4,healthy,0,0,0,0,0,long,1
301,7,20,0,7,1,1,2,3,3,3,3,2,3,3,3,3,2,2,2,1,1,healthy,1,1,1,1,1,square,0
301,8,20,0,7,1,3,3,3,3,3,3,3,3,6,4,4,4,4,4,4,4,healthy,0,0,1,0,0,square,0
301,9,20,0,7,1,1,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,black,1,0,0,1,1,square,1
301,10,20,0,7,1,4,4,4,4,4,4,4,4,8,4,4,4,4,4,4,4,fair,0,0,1,0,0,round,1
301,11,20,0,7,1,3,3,3,3,3,3,3,3,5,3,3,3,3,3,3,3,healthy,0,0,1,0,1,round,1
301,12,20,0,7,1,3,3,3,3,3,3,3,3,7,4,4,4,4,4,4,4,fair,0,0,1,0,0,long,0
302,7,22,1,3,1,2,3,3,3,3,4,4,4,4,3,3,3,3,3,3,2,healthy,1,1,1,1,1,square,0
302,8,22,1,3,1,3,4,4,4,4,5,5,5,8,4,4,4,4,4,5,5,healthy,0,0,1,0,0,square,0
302,9,22,1,3,1,2,4,4,3,3,4,3,4,5,3,3,3,3,3,4,4,black,1,0,0,1,1,square,1
302,10,22,1,3,1,3,4,4,5,4,4,5,5,8,4,4,3,4,4,4,5,fair,0,0,1,0,0,round,1
302,11,22,1,3,1,3,4,4,4,4,4,4,4,6,3,3,3,3,3,3,3,healthy,0,0,1,0,1,round,1
302,12,22,1,3,1,4,4,4,5,4,5,5,5,9,4,4,4,4,4,5,4,fair,0,0,1,0,0,long,0
303,1,21,0,9,1,2,2,2,5,2,3,4,4,6,5,3,4,2,4,4,4,black,0,0,1,0,0,long,1
303,2,21,0,9,1,2,4,3,2,5,5,5,4,4,4,2,2,4,3,4,1,healthy,0,1,0,1,0,square,0
303,3,21,0,9,1,2,4,4,3,5,4,5,5,7,4,3,3,3,4,4,4,healthy,0,0,0,0,0,square,0
303,4,21,0,9,1,3,2,2,3,3,4,3,4,8,4,3,3,3,4,4,5,fair,0,1,1,0,0,long,0
303,5,21,0,9,1,2,2,4,5,2,3,4,5,7,3,3,4,3,4,4,3,fair,0,0,1,0,0,round,1
303,6,21,0,9,1,3,4,2,3,2,5,4,4,6,3,4,3,4,3,4,3,healthy,0,0,0,0,0,long,1
304,7,24,0,4,1,3,3,4,4,4,4,4,4,7,3,3,4,3,3,3,3,healthy,1,1,1,1,1,square,0
304,8,24,0,4,1,3,4,4,4,4,4,4,4,7,4,3,4,3,4,4,3,healthy,0,0,1,0,0,square,0
304,9,24,0,4,1,1,3,4,4,4,3,3,4,6,3,3,3,3,3,3,3,black,1,0,0,1,1,square,1
304,10,24,0,4,1,3,4,3,3,3,4,4,4,7,3,3,3,3,4,4,4,fair,0,0,1,0,0,round,1
304,11,24,0,4,1,3,4,4,4,4,3,4,4,7,3,3,3,3,4,3,3,healthy,0,0,1,0,1,round,1
304,12,24,0,4,1,3,4,3,3,2,5,4,4,7,4,3,4,4,4,4,4,fair,0,0,1,0,0,long,0
305,1,25,1,1,1,2,2,2,2,2,3,3,3,6,4,3,4,4,4,3,4,black,0,0,1,0,0,long,1
305,2,25,1,1,1,2,3,2,3,2,3,3,3,4,3,3,3,3,3,3,3,healthy,0,1,0,1,0,square,0
305,3,25,1,1,1,2,3,3,3,2,3,4,4,4,3,3,3,2,3,3,3,healthy,0,0,0,0,0,square,0
305,4,25,1,1,1,2,2,3,4,2,2,3,3,5,3,3,3,3,3,3,3,fair,0,1,1,0,0,long,0
305,5,25,1,1,1,3,3,3,2,3,3,4,4,6,4,3,4,4,4,3,4,fair,0,0,1,0,0,round,1
305,6,25,1,1,1,1,2,2,2,2,3,3,3,4,3,3,3,3,2,3,3,healthy,0,0,0,0,0,long,1
306,7,25,0,2,1,1,1,3,3,3,2,2,2,2,3,2,3,2,2,1,2,healthy,1,1,1,1,1,square,0
306,8,25,0,2,1,3,5,4,3,4,4,4,4,8,4,4,5,4,5,4,4,healthy,0,0,1,0,0,square,0
306,9,25,0,2,1,1,2,2,2,2,3,4,4,4,3,3,3,3,3,3,3,black,1,0,0,1,1,square,1
306,10,25,0,2,1,3,4,4,4,4,4,3,4,7,4,4,4,4,4,4,4,fair,0,0,1,0,0,round,1
306,11,25,0,2,1,3,4,4,4,4,4,4,4,6,4,3,4,3,4,4,4,healthy,0,0,1,0,1,round,1
306,12,25,0,2,1,4,4,3,4,4,4,4,4,9,4,4,4,4,4,4,4,fair,0,0,1,0,0,long,0
307,7,22,1,7,1,3,3,3,3,3,3,4,4,6,3,3,3,3,3,3,3,healthy,1,1,1,1,1,square,0
307,8,22,1,7,1,3,4,5,4,4,3,4,4,9,4,4,4,4,4,4,4,healthy,0,0,1,0,0,square,0
307,9,22,1,7,1,3,3,4,4,3,4,4,4,5,3,3,3,2,3,3,2,black,1,0,0,1,1,square,1
307,10,22,1,7,1,3,4,5,4,4,4,4,4,8,4,4,4,4,4,4,4,fair,0,0,1,0,0,round,1
307,11,22,1,7,1,3,5,5,4,5,4,4,4,7,3,3,3,3,3,3,3,healthy,0,0,1,0,1,round,1
307,12,22,1,7,1,3,4,5,4,4,4,4,4,8,4,4,4,4,4,4,4,fair,0,0,1,0,0,long,0
308,7,23,0,communication,1,2,3,4,3,5,3,3,3,6,3,3,2,3,3,3,2,healthy,1,1,1,1,1,square,0
308,8,23,0,communication,1,3,4,2,4,2,3,3,4,8,3,3,4,3,4,4,4,healthy,0,0,1,0,0,square,0
308,9,23,0,communication,1,1,3,2,4,2,2,3,3,6,3,3,2,2,3,3,2,black,1,0,0,1,1,square,1
308,10,23,0,communication,1,3,4,3,3,4,4,4,4,8,3,3,4,3,4,4,3,fair,0,0,1,0,0,round,1
308,11,23,0,communication,1,2,4,4,3,4,3,3,3,6,3,2,2,2,3,3,2,healthy,0,0,1,0,1,round,1
308,12,23,0,communication,1,4,4,3,3,4,4,4,4,8,3,3,4,3,4,4,3,fair,0,0,1,0,0,long,0
309,7,19,0,7,1,1,2,4,3,3,2,2,2,2,2,2,1,1,2,2,2,healthy,1,1,1,1,1,square,0
309,8,19,0,7,1,3,4,4,4,5,2,3,3,8,4,4,5,5,4,5,4,healthy,0,0,1,0,0,square,0
309,9,19,0,7,1,1,2,2,3,2,4,4,4,3,2,4,1,3,2,2,1,black,1,0,0,1,1,square,1
309,10,19,0,7,1,3,4,4,2,4,4,3,4,8,5,3,5,3,4,4,4,fair,0,0,1,0,0,round,1
309,11,19,0,7,1,2,4,5,4,3,2,2,2,6,4,3,4,2,3,4,2,healthy,0,0,1,0,1,round,1
309,12,19,0,7,1,2,3,5,1,4,5,4,4,8,2,3,5,3,4,4,2,fair,0,0,1,0,0,long,0
310,1,23,1,7,1,3,3,3,4,1,1,2,2,6,3,4,4,3,3,4,2,black,0,0,1,0,0,long,1
310,2,23,1,7,1,1,4,3,2,4,4,3,3,4,3,2,3,3,3,3,2,healthy,0,1,0,1,0,square,0
310,3,23,1,7,1,3,3,4,4,3,3,4,4,8,4,4,4,4,4,4,4,healthy,0,0,0,0,0,square,0
310,4,23,1,7,1,3,3,3,2,2,3,3,3,6,3,2,4,5,3,4,3,fair,0,1,1,0,0,long,0
310,5,23,1,7,1,3,3,4,4,2,3,3,4,7,4,4,3,2,3,4,4,fair,0,0,1,0,0,round,1
310,6,23,1,7,1,2,2,2,3,2,4,3,3,5,2,3,3,3,3,3,3,healthy,0,0,0,0,0,long,1
311,7,22,0,7,3,3,3,4,4,4,4,4,3,5,3,3,2,2,3,3,3,healthy,1,1,1,1,1,square,0
311,8,22,0,7,3,2,4,5,4,3,2,4,4,7,3,3,3,4,4,4,3,healthy,0,0,1,0,0,square,0
311,9,22,0,7,3,3,2,2,4,3,3,3,3,6,4,4,3,3,4,4,4,black,1,0,0,1,1,square,1
311,10,22,0,7,3,3,4,4,2,4,5,5,4,6,3,3,3,3,4,4,3,fair,0,0,1,0,0,round,1
311,11,22,0,7,3,2,4,4,3,5,4,4,3,5,3,3,3,3,3,3,3,healthy,0,0,1,0,1,round,1
311,12,22,0,7,3,2,3,3,3,3,3,4,3,5,3,3,3,3,3,3,3,fair,0,0,1,0,0,long,0
312,1,24,0,art,1,3,3,3,4,4,1,2,3,7,4,4,4,4,4,4,1,black,0,0,1,0,0,long,1
312,2,24,0,art,1,1,4,2,2,2,4,3,3,6,3,3,3,3,3,3,3,healthy,0,1,0,1,0,square,0
312,3,24,0,art,1,2,2,2,3,2,2,4,4,6,3,3,3,3,3,3,3,healthy,0,0,0,0,0,square,0
312,4,24,0,art,1,1,2,2,2,3,3,2,2,5,3,3,3,3,3,3,3,fair,0,1,1,0,0,long,0
312,5,24,0,art,1,3,3,3,3,3,2,3,3,7,4,4,4,4,4,4,4,fair,0,0,1,0,0,round,1
312,6,24,0,art,1,1,2,2,2,3,3,2,2,5,3,3,2,2,3,2,2,healthy,0,0,0,0,0,long,1
313,1,21,0,marine,1,2,2,2,4,2,2,3,3,6,4,3,3,3,3,3,4,black,0,0,1,0,0,long,1
313,2,21,0,marine,1,1,5,4,3,4,4,4,4,4,3,3,3,3,2,3,1,healthy,0,1,0,1,0,square,0
313,3,21,0,marine,1,2,4,3,4,5,5,4,4,8,4,4,3,4,4,3,4,healthy,0,0,0,0,0,square,0
313,4,21,0,marine,1,1,4,3,2,3,5,3,3,4,4,4,4,4,4,4,4,fair,0,1,1,0,0,long,0
313,5,21,0,marine,1,2,2,3,4,2,3,3,3,6,4,2,4,4,3,3,3,fair,0,0,1,0,0,round,1
313,6,21,0,marine,1,1,3,3,3,3,3,3,3,4,3,2,3,3,3,4,3,healthy,0,0,0,0,0,long,1
314,7,24,0,5,1,1,3,4,2,5,5,4,4,4,3,3,2,1,2,1,3,healthy,1,1,1,1,1,square,0
314,8,24,0,5,1,3,4,5,4,4,3,3,3,8,4,4,3,3,3,4,2,healthy,0,0,1,0,0,square,0
314,9,24,0,5,1,1,2,3,4,2,2,3,2,4,3,4,3,2,2,3,2,black,1,0,0,1,1,square,1
314,10,24,0,5,1,3,4,3,1,4,4,4,4,7,4,3,3,4,4,4,3,fair,0,0,1,0,0,round,1
314,11,24,0,5,1,2,5,5,3,4,2,2,3,5,4,3,4,2,3,4,2,healthy,0,0,1,0,1,round,1
314,12,24,0,5,1,3,4,3,2,3,4,4,4,9,4,3,4,4,4,4,2,fair,0,0,1,0,0,long,0
315,1,22,0,3,1,3,3,2,2,2,4,3,3,8,3,3,4,4,4,4,4,black,0,0,1,0,0,long,1
315,2,22,0,3,1,1,4,4,3,3,4,4,4,5,2,3,2,4,3,4,2,healthy,0,1,0,1,0,square,0
315,3,22,0,3,1,2,3,4,5,3,3,4,4,8,4,4,4,4,4,4,4,healthy,0,0,0,0,0,square,0
315,4,22,0,3,1,2,3,4,4,3,4,3,3,5,2,2,4,2,2,3,3,fair,0,1,1,0,0,long,0
315,5,22,0,3,1,3,4,3,3,3,4,4,4,7,3,3,4,4,4,4,3,fair,0,0,1,0,0,round,1
315,6,22,0,3,1,3,2,4,4,2,3,3,3,6,3,4,4,4,4,4,4,healthy,0,0,0,0,0,long,1
316,1,22,0,3,1,2,4,3,4,3,4,4,4,8,4,4,5,4,4,4,3,black,0,0,1,0,0,long,1
316,2,22,0,3,1,2,4,4,4,4,5,5,5,7,3,3,3,4,3,4,2,healthy,0,1,0,1,0,square,0
316,3,22,0,3,1,3,4,4,4,5,5,5,5,9,4,4,4,4,4,4,4,healthy,0,0,0,0,0,square,0
316,4,22,0,3,1,2,4,4,4,4,4,4,4,8,3,4,3,4,3,4,3,fair,0,1,1,0,0,long,0
316,5,22,0,3,1,3,4,4,5,4,4,5,5,9,4,3,4,4,4,4,5,fair,0,0,1,0,0,round,1
316,6,22,0,3,1,2,3,3,3,3,4,3,3,6,3,4,3,3,3,4,3,healthy,0,0,0,0,0,long,1
317,7,24,1,2,1,2,3,4,4,3,4,5,4,5,3,3,2,2,3,2,1,healthy,1,1,1,1,1,square,0
317,8,24,1,2,1,3,4,4,4,5,4,4,5,9,4,4,4,4,5,5,4,healthy,0,0,1,0,0,square,0
317,9,24,1,2,1,3,2,3,4,2,4,3,3,6,3,4,4,3,4,2,2,black,1,0,0,1,1,square,1
317,10,24,1,2,1,4,5,5,4,5,5,5,5,9,5,5,5,5,5,5,3,fair,0,0,1,0,0,round,1
317,11,24,1,2,1,4,5,4,3,5,5,4,4,8,5,5,5,5,5,5,4,healthy,0,0,1,0,1,round,1
317,12,24,1,2,1,4,4,5,5,4,5,5,5,8,4,5,5,5,5,5,4,fair,0,0,1,0,0,long,0
318,1,23,1,1,1,2,4,1,2,2,2,3,2,6,4,3,3,5,4,4,2,black,0,0,1,0,0,long,1
318,2,23,1,1,1,1,1,1,2,1,2,3,3,3,3,4,1,3,3,2,2,healthy,0,1,0,1,0,square,0
318,3,23,1,1,1,3,3,3,3,3,3,5,5,8,4,4,5,4,5,2,4,healthy,0,0,0,0,0,square,0
318,4,23,1,1,1,1,3,1,1,1,2,2,1,4,2,3,3,3,2,2,2,fair,0,1,1,0,0,long,0
318,5,23,1,1,1,2,2,2,2,2,3,3,3,6,4,2,2,2,3,3,3,fair,0,0,1,0,0,round,1
318,6,23,1,1,1,1,2,2,2,2,2,1,1,3,2,2,2,2,2,2,2,healthy,0,0,0,0,0,long,1
319,1,22,0,6,1,1,5,3,2,3,2,2,2,6,4,4,4,3,3,3,3,black,0,0,1,0,0,long,1
319,2,22,0,6,1,1,5,5,5,5,3,5,5,1,1,2,1,2,1,5,1,healthy,0,1,0,1,0,square,0
319,3,22,0,6,1,2,4,4,5,5,5,5,5,7,4,4,3,3,4,4,3,healthy,0,0,0,0,0,square,0
319,4,22,0,6,1,2,2,2,4,2,4,3,3,4,4,2,2,2,3,5,4,fair,0,1,1,0,0,long,0
319,5,22,0,6,1,2,4,4,5,2,3,5,5,4,2,2,2,2,3,2,4,fair,0,0,1,0,0,round,1
319,6,22,0,6,1,2,4,4,3,3,4,3,3,4,4,3,3,3,3,5,5,healthy,0,0,0,0,0,long,1
320,7,23,1,3,1,2,3,3,3,3,2,3,3,5,3,3,3,2,2,2,3,healthy,1,1,1,1,1,square,0
320,8,23,1,3,1,2,4,4,4,3,2,4,4,8,4,4,4,4,4,4,4,healthy,0,0,1,0,0,square,0
320,9,23,1,3,1,2,3,2,2,2,3,3,3,6,3,4,3,3,3,3,3,black,1,0,0,1,1,square,1
320,10,23,1,3,1,3,4,4,4,4,3,3,3,6,3,3,3,4,3,4,4,fair,0,0,1,0,0,round,1
320,11,23,1,3,1,2,3,4,3,4,3,3,3,6,3,3,2,3,2,3,2,healthy,0,0,1,0,1,round,1
320,12,23,1,3,1,3,4,3,3,3,4,4,4,7,4,3,4,2,3,4,4,fair,0,0,1,0,0,long,0
321,7,23,0,1,1,1,4,4,4,4,4,3,3,4,3,3,2,3,2,2,2,healthy,1,1,1,1,1,square,0
321,8,23,0,1,1,3,4,4,4,4,4,4,3,7,4,4,4,4,4,4,4,healthy,0,0,1,0,0,square,0
321,9,23,0,1,1,2,4,4,4,4,4,3,3,4,3,3,3,4,2,3,3,black,1,0,0,1,1,square,1
321,10,23,0,1,1,2,4,4,3,4,4,4,4,6,4,4,4,4,3,4,4,fair,0,0,1,0,0,round,1
321,11,23,0,1,1,2,4,4,4,4,4,3,3,5,4,4,4,4,3,4,3,healthy,0,0,1,0,1,round,1
321,12,23,0,1,1,3,4,4,4,3,4,4,4,8,4,4,4,4,4,4,4,fair,0,0,1,0,0,long,0
322,1,23,0,3,1,2,4,3,4,2,5,4,4,9,5,5,5,5,5,4,4,black,0,0,1,0,0,long,1
322,2,23,0,3,1,1,3,5,2,2,4,5,4,4,4,4,3,3,3,4,2,healthy,0,1,0,1,0,square,0
322,3,23,0,3,1,2,4,5,4,4,4,4,4,6,3,4,2,3,3,2,3,healthy,0,0,0,0,0,square,0
322,4,23,0,3,1,2,3,2,3,5,4,3,3,5,3,3,3,5,3,4,3,fair,0,1,1,0,0,long,0
322,5,23,0,3,1,3,5,4,3,5,4,4,5,5,3,3,4,5,4,2,4,fair,0,0,1,0,0,round,1
322,6,23,0,3,1,3,3,4,4,3,4,3,3,5,3,3,3,3,5,5,4,healthy,0,0,0,0,0,long,1
323,1,21,0,8,3,2,2,2,3,1,2,2,2,7,3,3,3,3,4,4,4,black,0,0,1,0,0,long,1
323,2,21,0,8,3,3,3,2,2,3,4,4,4,6,3,3,3,3,3,3,3,healthy,0,1,0,1,0,square,0
323,3,21,0,8,3,4,3,3,3,3,4,4,4,9,4,4,4,4,4,4,4,healthy,0,0,0,0,0,square,0
323,4,21,0,8,3,3,3,2,2,3,4,3,3,7,3,3,3,3,4,3,4,fair,0,1,1,0,0,long,0
323,5,21,0,8,3,4,4,2,3,2,4,3,3,9,4,4,4,4,4,4,4,fair,0,0,1,0,0,round,1
323,6,21,0,8,3,2,3,2,2,4,3,3,3,5,3,3,3,3,3,3,3,healthy,0,0,0,0,0,long,1
324,7,23,0,art,1,1,3,2,2,3,3,2,2,3,3,2,3,3,2,2,1,healthy,1,1,1,1,1,square,0
324,8,23,0,art,1,3,4,4,4,4,4,3,3,8,4,4,4,4,4,4,4,healthy,0,0,1,0,0,square,0
324,9,23,0,art,1,2,3,3,3,3,3,3,3,5,3,3,2,3,3,3,2,black,1,0,0,1,1,square,1
324,10,23,0,art,1,2,3,3,3,3,3,3,3,5,3,3,3,3,3,3,3,fair,0,0,1,0,0,round,1
324,11,23,0,art,1,1,3,3,3,3,3,3,3,4,3,3,3,2,3,3,3,healthy,0,0,1,0,1,round,1
324,12,23,0,art,1,3,4,4,3,4,4,4,3,7,4,4,4,4,4,4,4,fair,0,0,1,0,0,long,0
